MTHBTC,2e-05,nan,61.14445437065756
MTHBTC,1.92e-05,nan,59.40758102400009
MTHBTC,2.025e-05,nan,60.92765010735695
MTHBTC,2.102e-05,nan,62.0160862058739
MTHBTC,2.2e-05,nan,63.3711972515439
MTHBTC,2.364e-05,nan,65.5192877771065
MTHBTC,2.151e-05,4.791535634547447e-07,60.69532180618348
MTHBTC,2.152e-05,5.172660734988746e-07,60.70949365451088
MTHBTC,2.135e-05,5.276702785363116e-07,60.32365809770166
MTHBTC,2.014e-05,4.332841681977084e-07,57.60457507032244
MTHBTC,1.999e-05,3.4243141316663575e-07,57.27064451150592
MTHBTC,2.09e-05,3.399407200435242e-07,58.783185490178916
MTHBTC,2.007e-05,2.6790452776708534e-07,56.8673257178838
MTHBTC,2e-05,2.0282882694917003e-07,56.70468365024512
MTHBTC,2e-05,1.4953215164226555e-07,56.704683650245116
MTHBTC,1.9e-05,2.629934732326878e-08,54.289475855881854
MTHBTC,1.9e-05,-7.055027825227697e-08,54.28947585588184
MTHBTC,1.9e-05,-1.4562562275446147e-07,54.28947585588184
MTHBTC,1.9e-05,-2.0278578585156075e-07,54.28947585588184
MTHBTC,1.924e-05,-2.2611314114585353e-07,54.83682556825461
MTHBTC,1.918e-05,-2.465990959645055e-07,54.66606408694632
MTHBTC,1.999e-05,-1.9522371474305764e-07,56.57114388684575
MTHBTC,2e-05,-1.519498552135119e-07,56.594641918037304
MTHBTC,2e-05,-1.16314211932945e-07,56.59464191803729
MTHBTC,2.07e-05,-3.1228574468878805e-08,58.31377883000945
MTHBTC,1.9e-05,-9.982269241618882e-08,52.994728714324566
MTHBTC,1.944e-05,-1.173272270767161e-07,54.12485634939305
MTHBTC,1.905e-05,-1.608156547785364e-07,52.94746341157759
MTHBTC,1.909e-05,-1.8986424451895165e-07,53.05675244645792
MTHBTC,1.924e-05,-1.9849360406464552e-07,53.47956897195802
MTHBTC,1.915e-05,-2.1017195010113342e-07,53.17968089094619
MTHBTC,1.918e-05,-2.1453336708013507e-07,53.27082352698548
MTHBTC,1.92e-05,-2.139101653733087e-07,53.334018098095335
MTHBTC,1.949e-05,-1.878502761115703e-07,54.269739845858346
MTHBTC,1.918e-05,-1.9002158479697524e-07,53.082483097404996
MTHBTC,1.9e-05,-2.0391623878357885e-07,52.38807691219643
MTHBTC,1.933e-05,-1.8615374559606242e-07,53.550510463418036
MTHBTC,1.923e-05,-1.7809306010047236e-07,53.14026330565406
MTHBTC,2e-05,-1.0832365624950936e-07,55.85741484438228
MTHBTC,2e-05,-5.242656028366235e-08,55.85741484438229
MTHBTC,1.97e-05,-3.196670948097592e-08,54.51638510855913
MTHBTC,1.872e-05,-9.374925703464101e-08,50.39245479965208
MTHBTC,1.871e-05,-1.4188374008056656e-07,50.351898581776474
MTHBTC,1.871e-05,-1.7797903317830753e-07,50.35189858177645
MTHBTC,1.874e-05,-2.0183740773433201e-07,50.48207802503508
MTHBTC,1.915e-05,-1.8552317232684032e-07,52.26694162890452
MTHBTC,1.925e-05,-1.6264993179587799e-07,52.7008475041049
MTHBTC,1.998e-05,-8.464212304032853e-08,55.763932493449786
MTHBTC,1.869e-05,-1.2546629426557937e-07,49.81528097489071
MTHBTC,1.873e-05,-1.5283034529088203e-07,49.98790208085897
MTHBTC,1.868e-05,-1.7651636423901532e-07,49.764628886305495
MTHBTC,1.91e-05,-1.5955793048910455e-07,51.65725854976234
MTHBTC,1.899e-05,-1.5322801310112e-07,51.13079852081328
MTHBTC,1.857e-05,-1.8002676143701813e-07,49.135669712410625
MTHBTC,1.9e-05,-1.6466935045873386e-07,51.17115238658029
MTHBTC,1.791e-05,-2.3771218401753063e-07,46.273092890614656
MTHBTC,1.9e-05,-2.0527893755769888e-07,51.152066408554134
MTHBTC,1.9e-05,-1.7752891326515324e-07,51.152066408554134
MTHBTC,1.805e-05,-2.2954779550586325e-07,47.093595919541784
MTHBTC,1.929e-05,-1.687700218140414e-07,52.25329207988847
MTHBTC,1.925e-05,-1.2241968605191246e-07,52.082318931942815
MTHBTC,1.72e-05,-2.482429878217327e-07,44.32608497029099
MTHBTC,1.701e-05,-3.5915021299385267e-07,43.69673427773261
MTHBTC,1.7e-05,-4.427481790062676e-07,43.66268768857846
MTHBTC,1.89e-05,-3.5163264606435777e-07,51.200976427555275
MTHBTC,1.88e-05,-2.842158308413305e-07,50.827464141844516
MTHBTC,1.77e-05,-3.15906749617119e-07,46.90030579057679
MTHBTC,1.62e-05,-4.56793859773454e-07,42.25475186284712
MTHBTC,1.627e-05,-5.563858251691762e-07,42.5319424867492
MTHBTC,1.646e-05,-6.129164439245798e-07,43.30278030460949
MTHBTC,1.663e-05,-6.366607584033202e-07,44.004028896895086
MTHBTC,1.77e-05,-5.626523351783599e-07,48.21096862678362
MTHBTC,1.77e-05,-4.982565353846922e-07,48.210968626783625
MTHBTC,1.8e-05,-4.1819422460179646e-07,49.37215842157776
MTHBTC,1.8e-05,-3.5070159678497693e-07,49.37215842157775
MTHBTC,1.764e-05,-3.22544106651744e-07,47.96690334918465
MTHBTC,1.764e-05,-2.9680767869377797e-07,47.966903349184655
MTHBTC,1.751e-05,-2.8363175731709105e-07,47.43603226996659
MTHBTC,1.75e-05,-2.708741920525438e-07,47.39392954972321
MTHBTC,1.8e-05,-2.1790602334610147e-07,49.722190010559196
MTHBTC,1.854e-05,-1.3084656326730931e-07,52.110774853040176
MTHBTC,1.8e-05,-1.0422337872389859e-07,49.64948655431004
MTHBTC,1.775e-05,-1.0212004748648133e-07,48.54189075691552
MTHBTC,1.716e-05,-1.4637390423794615e-07,46.01403513306677
MTHBTC,1.716e-05,-1.7937765064735293e-07,46.01403513306677
MTHBTC,1.792e-05,-1.4256431634535128e-07,49.688792823577835
MTHBTC,1.752e-05,-1.4400612774583e-07,47.89820000808464
MTHBTC,1.808e-05,-9.882229191719298e-08,50.50387949228785
MTHBTC,1.765e-05,-9.659766507803583e-08,48.558099294349944
MTHBTC,1.765e-05,-9.375389573023049e-08,48.55809929434995
MTHBTC,1.775e-05,-8.248024287106133e-08,49.05511258443219
MTHBTC,1.785e-05,-6.47304550996776e-08,49.563597997003036
MTHBTC,1.706e-05,-1.1310620023492318e-07,45.79558814599205
MTHBTC,1.75e-05,-1.1461875040943219e-07,48.089179728410095
MTHBTC,1.711e-05,-1.4560871136769772e-07,46.278040859727945
MTHBTC,1.717e-05,-1.6344291198893332e-07,46.60089651387966
MTHBTC,1.744e-05,-1.5401451746723413e-07,48.066446099364356
MTHBTC,1.797e-05,-1.0259324520701786e-07,50.83056837232638
MTHBTC,1.714e-05,-1.2734759605491643e-07,46.763324493477896
MTHBTC,1.731e-05,-1.3172952226275819e-07,47.65843405176543
MTHBTC,1.643e-05,-2.0386089439411394e-07,43.69045817503681
MTHBTC,1.746e-05,-1.7588563444695098e-07,48.88791413254927
MTHBTC,1.742e-05,-1.5515418423824034e-07,48.70573647598961
MTHBTC,1.689e-05,-1.794226584708641e-07,46.31927389043879
MTHBTC,1.683e-05,-2.0117804245972252e-07,46.05271782626906
MTHBTC,1.743e-05,-1.6806698384746018e-07,49.1087196390609
MTHBTC,1.742e-05,-1.410076987940093e-07,49.060386260281206
MTHBTC,1.718e-05,-1.3734577803937875e-07,47.88023025101701
MTHBTC,1.718e-05,-1.3291155775538687e-07,47.88023025101701
MTHBTC,1.718e-05,-1.2792279191744114e-07,47.88023025101701
MTHBTC,1.682e-05,-1.5127435381742763e-07,45.99459898033117
MTHBTC,1.684e-05,-1.6625037121693453e-07,46.11761403405444
MTHBTC,1.69e-05,-1.713028022710524e-07,46.499107193640214
MTHBTC,1.68e-05,-1.8128629893999685e-07,45.9335171022942
MTHBTC,1.707e-05,-1.6550372454740087e-07,47.72494305859391
MTHBTC,1.718e-05,-1.4247744860394746e-07,48.45105380062184
MTHBTC,1.736e-05,-1.0845427003167588e-07,49.6453475937346
MTHBTC,1.736e-05,-8.056198744620254e-08,49.6453475937346
MTHBTC,1.703e-05,-8.411576049238635e-08,47.45080886384228
MTHBTC,1.71e-05,-8.035742586483773e-08,47.9599868249637
MTHBTC,1.703e-05,-8.208115314109214e-08,47.479925196582954
MTHBTC,1.711e-05,-7.611448758099317e-08,48.09945923784804
MTHBTC,1.701e-05,-7.854955601589283e-08,47.370602512159095
MTHBTC,1.747e-05,-4.2867064835075386e-08,50.93904887053514
MTHBTC,1.628e-05,-1.0935095847022054e-07,43.058105182952
MTHBTC,1.652e-05,-1.4104801521034222e-07,44.853632390131125
MTHBTC,1.716e-05,-1.1322037573083436e-07,49.302022323640344
MTHBTC,1.719e-05,-8.773467100209483e-08,49.50126900148788
MTHBTC,1.682e-05,-9.628308272741545e-08,47.118114330547236
MTHBTC,1.682e-05,-1.0188331319337991e-07,47.118114330547236
MTHBTC,1.69e-05,-9.872812836536594e-08,47.71077104543172
MTHBTC,1.701e-05,-8.635608180933825e-08,48.538268703224595
MTHBTC,1.7e-05,-7.647648884596259e-08,48.465511155412564
MTHBTC,1.69e-05,-7.584174804735127e-08,47.719114721815195
MTHBTC,1.634e-05,-1.1915251525018163e-07,43.779289968138066
MTHBTC,1.621e-05,-1.620979594660727e-07,42.92088557523548
MTHBTC,1.688e-05,-1.4045011137919436e-07,48.36562384708905
MTHBTC,1.611e-05,-1.8331347699341525e-07,43.40087180436953
MTHBTC,1.611e-05,-2.1480684347756351e-07,43.40087180436953
MTHBTC,1.611e-05,-2.3703319222181308e-07,43.40087180436954
MTHBTC,1.501e-05,-3.3949505300751365e-07,37.20240887866738
